[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [0]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [1]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [2]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [3]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [4]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [5]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [6]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [7]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [8]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [9]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [10]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [11]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [12]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [13]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [14]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [15]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [16]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [17]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [18]
[0, 1, 1, 1, 2, 2, 2, 3, 3, 4, 6, 6, 7, 33, 33, 54, 75, 88, 96, 436] [19]
